일자,시각,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),적설(cm)
2017-01-01,0,0.2,,2.2,20.0,79.0,,,
2017-01-01,1,0.0,,1.4,20.0,78.0,,,
2017-01-01,2,-0.3,,1.9,50.0,81.0,,,
2017-01-01,3,-0.7,,2.0,50.0,84.0,,,
2017-01-01,4,-1.1,,1.6,20.0,85.0,,,
2017-01-01,5,-1.4,,1.4,50.0,86.0,,,
2017-01-01,6,-1.5,,1.6,20.0,87.0,,,
2017-01-01,7,-1.5,,1.4,20.0,87.0,,,
2017-01-01,8,-1.3,,1.4,20.0,87.0,0.0,0.01,
2017-01-01,9,-0.4,,1.6,20.0,83.0,0.0,0.16,
2017-01-01,10,0.8,,2.1,50.0,77.0,0.1,0.28,
2017-01-01,11,2.5,,1.9,50.0,71.0,0.6,0.71,
2017-01-01,12,4.0,,1.3,50.0,69.0,0.2,0.86,
2017-01-01,13,5.1,,1.4,20.0,65.0,0.1,0.73,
2017-01-01,14,6.7,,0.7,340.0,61.0,0.7,0.9,
2017-01-01,15,6.9,,0.9,230.0,65.0,0.0,0.41,
2017-01-01,16,6.8,,1.2,230.0,67.0,0.0,0.21,
2017-01-01,17,6.5,,0.7,20.0,69.0,0.0,0.1,
2017-01-01,18,5.6,,2.4,50.0,70.0,0.0,0.01,
2017-01-01,19,4.8,,2.2,50.0,73.0,,,
2017-01-01,20,4.2,,1.9,70.0,73.0,,,
2017-01-01,21,4.0,,2.6,50.0,74.0,,,
2017-01-01,22,3.9,,1.4,20.0,75.0,,,
2017-01-01,23,3.9,,1.4,20.0,75.0,,,
2017-01-02,0,3.9,,1.5,20.0,75.0,,,
2017-01-02,1,3.9,,2.1,50.0,75.0,,,
2017-01-02,2,3.8,,2.2,20.0,77.0,,,
2017-01-02,3,3.7,,1.7,50.0,76.0,,,
2017-01-02,4,3.7,,1.5,20.0,77.0,,,
2017-01-02,5,3.7,,1.5,20.0,80.0,,,
2017-01-02,6,3.6,0.3,1.1,20.0,89.0,,,
2017-01-02,7,3.6,,1.1,360.0,88.0,,,
2017-01-02,8,3.8,,1.4,20.0,87.0,0.0,0.01,
2017-01-02,9,4.1,0.0,0.9,360.0,87.0,0.0,0.06,
2017-01-02,10,5.2,,2.4,230.0,86.0,0.0,0.16,
2017-01-02,11,6.3,,2.3,230.0,82.0,0.0,0.52,
2017-01-02,12,7.6,,2.1,230.0,70.0,0.3,0.77,
2017-01-02,13,8.1,,3.1,230.0,69.0,1.0,1.08,
2017-01-02,14,9.2,,3.1,200.0,59.0,0.9,1.15,
2017-01-02,15,8.3,,3.6,250.0,64.0,0.5,0.71,
2017-01-02,16,8.0,,3.2,250.0,65.0,0.0,0.44,
2017-01-02,17,7.1,,2.3,250.0,69.0,0.0,0.19,
2017-01-02,18,6.4,,2.1,270.0,73.0,0.0,0.02,
2017-01-02,19,6.0,,2.0,250.0,78.0,,,
2017-01-02,20,5.0,,3.2,250.0,81.0,,,
2017-01-02,21,4.3,,3.1,270.0,84.0,,,
2017-01-02,22,3.7,,3.0,290.0,78.0,,,
2017-01-02,23,2.8,,2.8,320.0,76.0,,,
2017-01-03,0,1.8,,1.5,360.0,79.0,,,
2017-01-03,1,1.0,,2.6,270.0,82.0,,,
2017-01-03,2,0.2,,1.4,270.0,83.0,,,
2017-01-03,3,-0.7,,0.8,360.0,79.0,,,
2017-01-03,4,-1.0,,2.2,270.0,72.0,,,
2017-01-03,5,-1.3,,1.9,290.0,73.0,,,
2017-01-03,6,-1.8,,1.4,270.0,73.0,,,
2017-01-03,7,-2.1,,1.4,250.0,72.0,,,
2017-01-03,8,-2.1,,1.2,270.0,67.0,0.0,0.01,
2017-01-03,9,-1.4,,0.1,0.0,60.0,0.8,0.25,
2017-01-03,10,1.1,,0.8,250.0,55.0,1.0,0.69,
2017-01-03,11,4.1,,1.2,200.0,53.0,1.0,1.13,
2017-01-03,12,5.9,,2.4,200.0,44.0,1.0,1.41,
2017-01-03,13,7.0,,3.0,200.0,39.0,1.0,1.53,
2017-01-03,14,7.0,,3.2,250.0,43.0,1.0,1.3,
2017-01-03,15,7.2,,3.7,250.0,47.0,1.0,1.13,
2017-01-03,16,6.9,,3.3,230.0,48.0,1.0,0.73,
2017-01-03,17,5.3,,2.8,270.0,56.0,1.0,0.31,
2017-01-03,18,3.8,,2.6,270.0,60.0,0.1,0.02,
2017-01-03,19,2.8,,1.9,270.0,61.0,,,
2017-01-03,20,2.2,,2.1,270.0,61.0,,,
2017-01-03,21,1.8,,1.8,270.0,60.0,,,
2017-01-03,22,1.7,,1.6,270.0,63.0,,,
2017-01-03,23,1.2,,0.9,290.0,68.0,,,
2017-01-04,0,1.0,,0.4,0.0,71.0,,,
2017-01-04,1,1.8,,0.2,0.0,72.0,,,
2017-01-04,2,1.9,,0.7,360.0,70.0,,,
2017-01-04,3,2.1,,0.5,20.0,70.0,,,
2017-01-04,4,2.2,,0.7,20.0,70.0,,,
2017-01-04,5,2.5,,1.0,20.0,72.0,,,
2017-01-04,6,2.5,,1.1,360.0,74.0,,,
2017-01-04,7,2.5,,1.2,20.0,74.0,,,
2017-01-04,8,1.9,,0.8,360.0,77.0,0.0,0.01,
2017-01-04,9,1.9,,0.9,360.0,73.0,0.6,0.22,
2017-01-04,10,4.0,,2.4,270.0,75.0,1.0,0.65,
2017-01-04,11,6.0,,2.4,270.0,65.0,1.0,1.09,
2017-01-04,12,6.4,,3.5,270.0,56.0,1.0,1.45,
2017-01-04,13,7.7,,2.9,250.0,51.0,1.0,1.48,
2017-01-04,14,8.5,,3.5,230.0,45.0,1.0,1.43,
2017-01-04,15,8.7,,2.8,250.0,32.0,1.0,1.2,
2017-01-04,16,8.4,,3.5,270.0,35.0,1.0,0.81,
2017-01-04,17,6.6,,2.5,270.0,37.0,1.0,0.32,
2017-01-04,18,5.1,,2.3,270.0,40.0,0.0,0.02,
2017-01-04,19,4.6,,2.5,290.0,42.0,,,
2017-01-04,20,3.8,,2.8,270.0,48.0,,,
2017-01-04,21,2.9,,1.0,110.0,45.0,,,
2017-01-04,22,2.1,,1.0,290.0,49.0,,,
2017-01-04,23,1.8,,0.4,0.0,51.0,,,
2017-01-05,0,1.3,,1.3,230.0,50.0,,,
2017-01-05,1,0.7,,0.8,270.0,56.0,,,
2017-01-05,2,0.3,,0.3,0.0,60.0,,,
2017-01-05,3,0.1,,1.4,50.0,57.0,,,
2017-01-05,4,0.1,,0.7,20.0,54.0,,,
2017-01-05,5,0.1,,1.9,20.0,57.0,,,
2017-01-05,6,0.2,,1.7,50.0,56.0,,,
2017-01-05,7,0.6,,2.6,50.0,54.0,,,
2017-01-05,8,1.2,,2.6,70.0,51.0,0.0,0.01,
2017-01-05,9,1.9,,2.1,70.0,47.0,0.0,0.19,
2017-01-05,10,3.0,,3.4,50.0,43.0,0.0,0.36,
2017-01-05,11,4.2,,3.1,50.0,46.0,0.0,0.52,
2017-01-05,12,5.5,,3.1,50.0,47.0,0.0,0.68,
2017-01-05,13,6.4,,4.6,50.0,50.0,0.0,0.68,
2017-01-05,14,7.0,,5.0,70.0,50.0,0.0,0.7,
2017-01-05,15,7.2,,4.0,70.0,49.0,0.0,0.56,
2017-01-05,16,7.0,,4.3,50.0,49.0,0.0,0.34,
2017-01-05,17,6.7,,4.3,50.0,49.0,0.0,0.19,
2017-01-05,18,6.4,,3.7,50.0,50.0,0.0,0.04,
2017-01-05,19,6.2,,3.9,50.0,52.0,,,
2017-01-05,20,5.7,,4.9,50.0,54.0,,,
2017-01-05,21,5.2,,4.8,50.0,55.0,,,
2017-01-05,22,4.9,,4.2,50.0,56.0,,,
2017-01-05,23,4.5,,4.7,50.0,57.0,,,
2017-01-06,0,4.1,,4.2,50.0,57.0,,,
2017-01-06,1,4.1,,4.2,50.0,57.0,,,
2017-01-06,2,3.9,,4.2,50.0,58.0,,,
2017-01-06,3,3.7,,4.1,50.0,59.0,,,
2017-01-06,4,3.4,,3.3,50.0,60.0,,,
2017-01-06,5,3.4,,3.2,50.0,60.0,,,
2017-01-06,6,3.1,,3.3,50.0,62.0,,,
2017-01-06,7,3.0,,2.9,50.0,62.0,,,
2017-01-06,8,2.6,,3.2,50.0,64.0,0.0,0.01,
2017-01-06,9,3.1,,3.2,50.0,61.0,0.5,0.21,
2017-01-06,10,4.6,,2.4,70.0,58.0,0.5,0.47,
2017-01-06,11,6.1,,2.0,70.0,53.0,0.4,0.66,
2017-01-06,12,7.6,,1.5,50.0,46.0,0.4,0.99,
2017-01-06,13,9.9,,1.4,140.0,46.0,1.0,1.55,
2017-01-06,14,9.2,,1.9,250.0,48.0,0.5,0.89,
2017-01-06,15,10.9,,1.3,270.0,44.0,1.0,1.17,
2017-01-06,16,11.0,,1.5,160.0,45.0,1.0,0.77,
2017-01-06,17,9.1,,1.3,250.0,51.0,0.7,0.29,
2017-01-06,18,7.3,,1.3,270.0,57.0,0.0,0.03,
2017-01-06,19,6.3,,1.9,270.0,62.0,,,
2017-01-06,20,5.4,,1.5,250.0,65.0,,,
2017-01-06,21,4.7,,1.1,320.0,67.0,,,
2017-01-06,22,4.4,,0.3,0.0,70.0,,,
2017-01-06,23,3.6,,0.7,360.0,70.0,,,
2017-01-07,0,3.0,,1.3,50.0,72.0,,,
2017-01-07,1,2.7,,0.4,0.0,73.0,,,
2017-01-07,2,2.3,,0.9,20.0,76.0,,,
2017-01-07,3,2.1,,1.0,360.0,78.0,,,
2017-01-07,4,1.6,,0.7,20.0,81.0,,,
2017-01-07,5,1.1,,0.7,360.0,82.0,,,
2017-01-07,6,0.8,,0.9,20.0,82.0,,,
2017-01-07,7,0.4,,0.9,360.0,84.0,,,
2017-01-07,8,0.1,,1.5,50.0,85.0,0.0,0.01,
2017-01-07,9,1.0,,1.7,50.0,77.0,0.5,0.25,
2017-01-07,10,2.5,,2.6,50.0,73.0,0.1,0.42,
2017-01-07,11,5.8,,1.2,90.0,58.0,0.9,1.07,
2017-01-07,12,7.9,,0.9,20.0,51.0,1.0,1.36,
2017-01-07,13,8.7,,1.0,340.0,49.0,1.0,1.35,
2017-01-07,14,9.4,,2.9,290.0,51.0,1.0,1.2,
2017-01-07,15,9.3,,1.9,270.0,51.0,0.8,0.83,
2017-01-07,16,9.2,,2.5,290.0,51.0,1.0,0.64,
2017-01-07,17,8.2,,1.8,270.0,55.0,0.7,0.28,
2017-01-07,18,6.6,,1.5,270.0,60.0,0.0,0.04,
2017-01-07,19,5.8,,1.4,270.0,61.0,,,
2017-01-07,20,5.0,,1.8,50.0,60.0,,,
2017-01-07,21,4.4,,1.4,50.0,59.0,,,
2017-01-07,22,4.1,,1.6,50.0,61.0,,,
2017-01-07,23,3.8,,2.6,50.0,64.0,,,
2017-01-08,0,4.3,,2.9,50.0,61.0,,,
2017-01-08,1,4.6,,2.6,70.0,57.0,,,
2017-01-08,2,4.9,,1.9,70.0,56.0,,,
2017-01-08,3,4.8,,2.0,70.0,58.0,,,
2017-01-08,4,4.4,,2.2,50.0,60.0,,,
2017-01-08,5,4.1,,1.6,70.0,61.0,,,
2017-01-08,6,4.0,,2.7,70.0,64.0,,,
2017-01-08,7,4.2,,3.1,70.0,66.0,,,
2017-01-08,8,4.1,,2.6,70.0,68.0,0.0,0.01,
2017-01-08,9,4.8,,2.7,70.0,63.0,0.8,0.25,
2017-01-08,10,6.7,,3.0,50.0,61.0,0.5,0.62,
2017-01-08,11,9.2,,2.3,50.0,51.0,0.9,0.98,
2017-01-08,12,10.3,,2.0,50.0,49.0,0.7,1.26,
2017-01-08,13,10.4,,0.9,20.0,49.0,0.0,0.72,
2017-01-08,14,10.6,,2.7,270.0,50.0,0.0,0.73,
2017-01-08,15,9.8,,2.9,290.0,53.0,0.0,0.54,
2017-01-08,16,9.5,,2.6,290.0,54.0,0.0,0.31,
2017-01-08,17,8.9,,2.3,290.0,55.0,0.0,0.19,
2017-01-08,18,8.2,0.0,2.8,270.0,57.0,0.0,0.03,
2017-01-08,19,7.4,,3.2,290.0,61.0,,,
2017-01-08,20,6.7,,3.1,270.0,67.0,,,
2017-01-08,21,6.0,0.0,2.9,270.0,72.0,,,
2017-01-08,22,5.4,,4.2,250.0,75.0,,,
2017-01-08,23,4.6,,2.8,270.0,75.0,,,
2017-01-09,0,4.0,0.0,3.4,270.0,75.0,,,
2017-01-09,1,3.8,,3.3,270.0,73.0,,,
2017-01-09,2,3.6,,1.9,250.0,77.0,,,
2017-01-09,3,3.4,0.0,2.4,270.0,75.0,,,
2017-01-09,4,3.2,,3.3,270.0,76.0,,,
2017-01-09,5,3.0,,2.9,270.0,74.0,,,
2017-01-09,6,2.7,0.0,3.4,270.0,76.0,,,
2017-01-09,7,2.5,,3.5,270.0,74.0,,,
2017-01-09,8,1.9,,3.5,270.0,76.0,0.0,0.01,
2017-01-09,9,1.6,,3.0,270.0,70.0,0.0,0.14,
2017-01-09,10,1.7,,2.4,290.0,67.0,0.1,0.33,
2017-01-09,11,2.3,,2.9,270.0,63.0,0.2,0.47,
2017-01-09,12,3.2,,3.7,270.0,57.0,0.8,1.13,
2017-01-09,13,3.9,,3.7,250.0,51.0,0.9,1.22,
2017-01-09,14,3.6,,4.0,320.0,49.0,1.0,1.49,
2017-01-09,15,3.7,,3.7,290.0,44.0,1.0,1.25,
2017-01-09,16,3.5,,3.3,290.0,43.0,1.0,0.84,
2017-01-09,17,2.4,,3.7,290.0,46.0,1.0,0.36,
2017-01-09,18,1.3,,3.1,270.0,47.0,0.2,0.05,
2017-01-09,19,0.8,,4.2,270.0,48.0,,,
2017-01-09,20,0.0,,3.3,270.0,51.0,,,
2017-01-09,21,-0.8,,3.3,320.0,53.0,,,
2017-01-09,22,-1.6,,2.4,290.0,56.0,,,
2017-01-09,23,-2.5,,2.7,270.0,58.0,,,
2017-01-10,0,-3.1,,2.4,270.0,64.0,,,
2017-01-10,1,-3.7,,2.6,270.0,64.0,,,
2017-01-10,2,-3.9,,2.6,250.0,59.0,,,
2017-01-10,3,-4.2,,2.8,270.0,57.0,,,
2017-01-10,4,-4.5,,2.3,270.0,61.0,,,
2017-01-10,5,-4.8,,1.5,250.0,61.0,,,
2017-01-10,6,-5.1,,1.3,290.0,62.0,,,
2017-01-10,7,-5.3,,1.0,250.0,62.0,,,
2017-01-10,8,-5.4,,1.2,230.0,62.0,0.0,0.01,
2017-01-10,9,-4.4,,1.1,230.0,54.0,0.9,0.27,
2017-01-10,10,-2.2,,2.1,290.0,48.0,1.0,0.74,
2017-01-10,11,-0.5,,3.5,270.0,49.0,1.0,1.17,
2017-01-10,12,-0.5,,4.3,270.0,50.0,1.0,1.19,
2017-01-10,13,0.7,,4.1,270.0,44.0,0.9,1.27,
2017-01-10,14,0.8,,5.1,270.0,30.0,1.0,1.6,
2017-01-10,15,0.4,,5.1,290.0,28.0,1.0,1.36,
2017-01-10,16,-0.5,,6.2,290.0,27.0,1.0,0.9,
2017-01-10,17,-1.5,,4.2,270.0,30.0,1.0,0.42,
2017-01-10,18,-2.8,,3.2,270.0,34.0,0.3,0.06,
2017-01-10,19,-3.7,,2.9,290.0,35.0,,,
2017-01-10,20,-4.5,,5.6,290.0,34.0,,,
2017-01-10,21,-5.5,,4.0,270.0,39.0,,,
2017-01-10,22,-6.2,,3.2,290.0,41.0,,,
2017-01-10,23,-7.0,,2.5,290.0,42.0,,,
2017-01-11,0,-7.4,,2.2,250.0,37.0,,,
2017-01-11,1,-7.5,,3.4,270.0,36.0,,,
2017-01-11,2,-7.8,,1.3,290.0,36.0,,,
2017-01-11,3,-8.0,,1.5,250.0,35.0,,,
2017-01-11,4,-8.2,,1.8,270.0,35.0,,,
2017-01-11,5,-8.5,,1.0,290.0,37.0,,,
2017-01-11,6,-8.8,,1.4,270.0,38.0,,,
2017-01-11,7,-9.1,,1.2,270.0,38.0,,,
2017-01-11,8,-9.4,,0.7,200.0,33.0,0.0,0.01,
2017-01-11,9,-7.9,,0.9,270.0,27.0,1.0,0.29,
2017-01-11,10,-4.5,,0.8,270.0,25.0,1.0,0.79,
2017-01-11,11,-2.3,,1.5,270.0,27.0,1.0,1.23,
2017-01-11,12,-0.8,,2.6,250.0,30.0,1.0,1.52,
2017-01-11,13,-0.1,,2.8,250.0,31.0,1.0,1.64,
2017-01-11,14,1.0,,2.8,270.0,34.0,1.0,1.49,
2017-01-11,15,1.0,,4.4,270.0,39.0,1.0,1.34,
2017-01-11,16,0.5,,4.3,290.0,31.0,0.9,0.69,
2017-01-11,17,-0.5,,3.0,270.0,28.0,1.0,0.42,
2017-01-11,18,-1.8,,2.2,270.0,30.0,0.3,0.05,
2017-01-11,19,-2.3,,2.2,270.0,39.0,,,
2017-01-11,20,-2.8,,2.5,270.0,46.0,,,
2017-01-11,21,-2.9,,2.5,250.0,43.0,,,
2017-01-11,22,-2.7,,1.1,250.0,46.0,,,
2017-01-11,23,-1.9,,1.9,250.0,48.0,,,
2017-01-12,0,-1.2,,1.9,230.0,49.0,,,
2017-01-12,1,-0.8,,2.2,180.0,54.0,,,
2017-01-12,2,-0.7,,1.2,250.0,72.0,,,0.1
2017-01-12,3,-0.9,0.0,0.2,0.0,75.0,,,0.1
2017-01-12,4,-1.4,,1.1,160.0,80.0,,,0.1
2017-01-12,5,-1.5,,2.2,250.0,74.0,,,0.1
2017-01-12,6,-1.1,,1.7,250.0,62.0,,,0.1
2017-01-12,7,-1.2,,3.1,270.0,57.0,,,0.1
2017-01-12,8,-1.9,,3.3,320.0,58.0,0.0,0.01,
2017-01-12,9,-2.4,,3.9,320.0,55.0,0.4,0.2,
2017-01-12,10,-1.3,,3.0,290.0,44.0,1.0,0.74,
2017-01-12,11,-1.0,,3.5,290.0,35.0,0.9,1.15,
2017-01-12,12,0.0,,4.0,270.0,32.0,1.0,1.34,
2017-01-12,13,0.4,,4.3,290.0,30.0,1.0,1.66,
2017-01-12,14,0.9,,4.4,290.0,28.0,1.0,1.62,
2017-01-12,15,0.2,,5.7,290.0,23.0,1.0,1.42,
2017-01-12,16,0.6,,4.2,270.0,23.0,1.0,0.98,
2017-01-12,17,-1.3,,4.9,270.0,21.0,1.0,0.44,
2017-01-12,18,-2.5,,2.9,270.0,26.0,0.3,0.06,
2017-01-12,19,-3.4,,3.7,270.0,28.0,,,
2017-01-12,20,-4.1,,3.9,270.0,29.0,,,
2017-01-12,21,-4.7,,3.9,270.0,32.0,,,
2017-01-12,22,-5.3,,2.3,270.0,36.0,,,
2017-01-12,23,-5.7,,3.8,290.0,36.0,,,
2017-01-13,0,-6.1,,2.7,270.0,40.0,,,
2017-01-13,1,-6.4,,2.0,250.0,44.0,,,
2017-01-13,2,-6.6,,1.4,250.0,46.0,,,
2017-01-13,3,-6.6,,2.5,250.0,43.0,,,
2017-01-13,4,-7.2,,1.1,20.0,38.0,,,
2017-01-13,5,-7.2,,1.4,270.0,37.0,,,
2017-01-13,6,-7.4,,1.2,270.0,37.0,,,
2017-01-13,7,-7.2,,1.3,360.0,38.0,,,
2017-01-13,8,-6.7,,1.6,340.0,28.0,0.0,0.01,
2017-01-13,9,-6.9,0.0,1.5,340.0,58.0,0.0,0.12,0.2
2017-01-13,10,-6.9,,1.5,20.0,64.0,0.0,0.35,0.3
2017-01-13,11,-7.0,,1.3,250.0,81.0,0.0,0.36,1.1
2017-01-13,12,-5.4,0.6,2.3,270.0,70.0,0.3,0.93,1.5
2017-01-13,13,-3.7,,2.5,270.0,62.0,1.0,1.76,0.8
2017-01-13,14,-2.2,,3.6,250.0,49.0,1.0,1.72,
2017-01-13,15,-1.4,,3.3,270.0,39.0,1.0,1.48,
2017-01-13,16,-2.0,,5.3,270.0,34.0,1.0,0.97,
2017-01-13,17,-3.0,,5.6,290.0,39.0,1.0,0.43,
2017-01-13,18,-4.1,,4.3,270.0,44.0,0.3,0.05,
2017-01-13,19,-4.9,,4.9,290.0,37.0,,,
2017-01-13,20,-6.8,,5.9,270.0,39.0,,,
2017-01-13,21,-7.7,,4.4,270.0,44.0,,,
2017-01-13,22,-8.1,,2.5,320.0,44.0,,,
2017-01-13,23,-8.6,,2.2,270.0,45.0,,,
2017-01-14,0,-8.6,,2.4,270.0,44.0,,,
2017-01-14,1,-8.7,,2.9,270.0,43.0,,,
2017-01-14,2,-8.9,,2.3,290.0,44.0,,,
2017-01-14,3,-8.8,,3.2,320.0,45.0,,,
2017-01-14,4,-9.2,,2.5,290.0,48.0,,,
2017-01-14,5,-9.5,,3.5,290.0,46.0,,,
2017-01-14,6,-9.6,,4.2,290.0,48.0,,,
2017-01-14,7,-9.9,,3.4,290.0,44.0,,,
2017-01-14,8,-10.5,,3.6,270.0,38.0,0.0,0.01,
2017-01-14,9,-10.3,,4.4,270.0,35.0,0.9,0.31,
2017-01-14,10,-9.5,,4.9,290.0,31.0,1.0,0.85,
2017-01-14,11,-8.3,,3.7,320.0,28.0,1.0,1.37,
2017-01-14,12,-7.5,,4.9,290.0,25.0,1.0,1.67,
2017-01-14,13,-6.7,,4.6,290.0,24.0,1.0,1.81,
2017-01-14,14,-6.1,,5.5,290.0,23.0,1.0,1.74,
2017-01-14,15,-5.7,,5.4,290.0,24.0,1.0,1.45,
2017-01-14,16,-5.5,,4.8,290.0,24.0,1.0,0.97,
2017-01-14,17,-6.5,,4.5,320.0,26.0,1.0,0.45,
2017-01-14,18,-7.3,,3.1,290.0,28.0,0.3,0.07,
2017-01-14,19,-7.8,,3.0,320.0,29.0,,,
2017-01-14,20,-8.2,,4.1,290.0,30.0,,,
2017-01-14,21,-8.3,,3.0,340.0,31.0,,,
2017-01-14,22,-8.8,,3.5,340.0,31.0,,,
2017-01-14,23,-9.4,,2.6,20.0,29.0,,,
2017-01-15,0,-9.4,,3.3,320.0,30.0,,,
2017-01-15,1,-9.8,,1.5,360.0,31.0,,,
2017-01-15,2,-10.4,,0.7,230.0,33.0,,,
2017-01-15,3,-10.5,,1.9,270.0,33.0,,,
2017-01-15,4,-10.3,,2.1,270.0,34.0,,,
2017-01-15,5,-10.8,,1.0,250.0,35.0,,,
2017-01-15,6,-10.9,,1.6,270.0,38.0,,,
2017-01-15,7,-11.2,,1.4,270.0,42.0,,,
2017-01-15,8,-11.4,,1.4,270.0,44.0,0.0,0.01,
2017-01-15,9,-10.3,,2.3,270.0,40.0,0.9,0.32,
2017-01-15,10,-8.5,,3.4,290.0,34.0,1.0,0.88,
2017-01-15,11,-6.6,,3.6,270.0,30.0,1.0,1.35,
2017-01-15,12,-5.5,,2.6,290.0,28.0,1.0,1.67,
2017-01-15,13,-4.6,,4.1,270.0,27.0,1.0,1.8,
2017-01-15,14,-3.4,,3.8,290.0,27.0,1.0,1.74,
2017-01-15,15,-1.8,,3.0,270.0,27.0,1.0,1.47,
2017-01-15,16,-1.1,,2.3,270.0,26.0,1.0,0.98,
2017-01-15,17,-1.9,,2.3,270.0,29.0,1.0,0.48,
2017-01-15,18,-3.4,,1.5,250.0,31.0,0.3,0.06,
2017-01-15,19,-4.0,,2.1,230.0,38.0,,,
2017-01-15,20,-4.2,,1.8,250.0,43.0,,,
2017-01-15,21,-4.6,,1.5,290.0,41.0,,,
2017-01-15,22,-4.7,,3.9,320.0,39.0,,,
2017-01-15,23,-5.3,,3.3,290.0,41.0,,,
2017-01-16,0,-6.0,,2.2,290.0,44.0,,,
2017-01-16,1,-6.9,,0.9,340.0,45.0,,,
2017-01-16,2,-7.4,,1.1,160.0,43.0,,,
2017-01-16,3,-7.8,,0.7,20.0,43.0,,,
2017-01-16,4,-7.8,,0.9,320.0,46.0,,,
2017-01-16,5,-8.4,,1.1,290.0,50.0,,,
2017-01-16,6,-8.7,,1.4,250.0,45.0,,,
2017-01-16,7,-8.7,,0.6,20.0,46.0,,,
2017-01-16,8,-8.9,,1.0,20.0,49.0,0.0,0.01,
2017-01-16,9,-8.2,,1.7,20.0,47.0,0.9,0.31,
2017-01-16,10,-5.2,,1.8,20.0,34.0,1.0,0.84,
2017-01-16,11,-2.0,,2.4,70.0,31.0,1.0,1.31,
2017-01-16,12,-1.3,,2.1,360.0,27.0,1.0,1.62,
2017-01-16,13,0.7,,1.7,50.0,24.0,1.0,1.73,
2017-01-16,14,2.3,,1.0,250.0,21.0,1.0,1.69,
2017-01-16,15,3.0,,0.9,360.0,17.0,1.0,1.42,
2017-01-16,16,3.0,,1.7,50.0,18.0,1.0,0.99,
2017-01-16,17,2.2,,0.9,340.0,19.0,1.0,0.43,
2017-01-16,18,0.0,,2.1,270.0,25.0,0.3,0.06,
2017-01-16,19,-1.2,,1.4,250.0,30.0,,,
2017-01-16,20,-2.2,,2.0,270.0,50.0,,,
2017-01-16,21,-2.8,,1.3,270.0,51.0,,,
2017-01-16,22,-3.3,,1.7,270.0,42.0,,,
2017-01-16,23,-4.0,,0.2,0.0,46.0,,,
2017-01-17,0,-4.5,,1.1,20.0,46.0,,,
2017-01-17,1,-5.0,,1.3,20.0,45.0,,,
2017-01-17,2,-5.2,,0.7,20.0,46.0,,,
2017-01-17,3,-5.7,,1.8,50.0,48.0,,,
2017-01-17,4,-6.0,,1.7,20.0,51.0,,,
2017-01-17,5,-6.3,,0.9,20.0,54.0,,,
2017-01-17,6,-6.5,,1.6,20.0,56.0,,,
2017-01-17,7,-6.7,,1.8,20.0,59.0,,,
2017-01-17,8,-7.0,,1.3,20.0,58.0,0.0,0.01,
2017-01-17,9,-5.8,,2.0,50.0,51.0,0.7,0.25,
2017-01-17,10,-3.9,,1.0,20.0,41.0,0.9,0.56,
2017-01-17,11,-1.9,,2.1,20.0,38.0,1.0,0.88,
2017-01-17,12,0.0,,1.4,360.0,32.0,1.0,1.34,
2017-01-17,13,2.2,,2.3,180.0,28.0,1.0,1.21,
2017-01-17,14,2.8,,0.9,250.0,27.0,1.0,1.2,
2017-01-17,15,2.7,,1.8,290.0,29.0,1.0,1.0,
2017-01-17,16,3.1,,1.7,290.0,28.0,1.0,0.74,
2017-01-17,17,2.2,,1.0,270.0,32.0,1.0,0.33,
2017-01-17,18,0.8,,1.2,270.0,35.0,0.0,0.06,
2017-01-17,19,-0.1,,0.6,270.0,38.0,,,
2017-01-17,20,-0.6,,2.0,290.0,42.0,,,
2017-01-17,21,-0.8,,2.1,270.0,60.0,,,
2017-01-17,22,-1.2,,1.3,290.0,60.0,,,
2017-01-17,23,-1.0,,1.4,270.0,60.0,,,
2017-01-18,0,-0.7,,1.4,250.0,62.0,,,
2017-01-18,1,-0.6,,1.1,250.0,64.0,,,
2017-01-18,2,-0.5,,2.4,270.0,69.0,,,
2017-01-18,3,-1.1,,0.2,0.0,74.0,,,
2017-01-18,4,-2.0,,0.6,270.0,76.0,,,
2017-01-18,5,-2.3,,0.3,0.0,76.0,,,
2017-01-18,6,-2.6,,0.8,270.0,74.0,,,
2017-01-18,7,-2.8,,0.8,250.0,73.0,,,
2017-01-18,8,-3.0,,1.3,20.0,74.0,0.0,0.01,
2017-01-18,9,-2.5,,1.1,20.0,68.0,0.0,0.23,
2017-01-18,10,-0.9,,1.4,20.0,64.0,0.6,0.53,
2017-01-18,11,0.8,,1.8,360.0,57.0,0.8,0.81,
2017-01-18,12,1.9,,0.7,50.0,58.0,0.2,0.67,
2017-01-18,13,1.5,,1.3,360.0,74.0,0.0,0.37,
2017-01-18,14,2.0,,0.8,340.0,70.0,0.0,0.55,
2017-01-18,15,2.5,0.0,1.5,270.0,67.0,0.0,0.47,
2017-01-18,16,2.5,,2.4,270.0,64.0,0.3,0.52,
2017-01-18,17,2.1,,1.8,250.0,68.0,0.0,0.28,
2017-01-18,18,1.0,,1.9,340.0,67.0,0.0,0.04,
2017-01-18,19,0.2,,1.7,320.0,65.0,,,
2017-01-18,20,-0.7,,1.1,270.0,72.0,,,
2017-01-18,21,-1.3,,0.3,0.0,68.0,,,
