일자,시각,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),적설(cm)
2019-05-31,20,18.2,,4.0,290.0,53.0,0.3,0.06,
2019-05-31,21,17.3,,2.4,290.0,56.0,,,
2019-05-31,22,16.8,,2.6,270.0,56.0,,,
2019-05-31,23,16.5,,2.2,290.0,58.0,,,
2019-06-01,0,16.1,,1.3,270.0,63.0,,,
2019-06-01,1,15.5,,1.5,270.0,69.0,,,
2019-06-01,2,15.3,,1.6,230.0,74.0,,,
2019-06-01,3,15.0,,1.5,290.0,80.0,,,
2019-06-01,4,15.2,,1.8,200.0,78.0,,,
2019-06-01,5,15.5,,1.9,230.0,77.0,,,
2019-06-01,6,15.7,,1.4,270.0,77.0,0.0,0.02,
2019-06-01,7,16.2,,1.8,270.0,72.0,0.0,0.22,
2019-06-01,8,17.4,,1.0,250.0,59.0,0.4,0.88,
2019-06-01,9,18.6,,1.3,230.0,58.0,0.7,1.47,
2019-06-01,10,20.1,,2.8,180.0,55.0,0.9,2.12,
2019-06-01,11,21.1,,2.6,200.0,52.0,1.0,2.47,
2019-06-01,12,21.3,,3.2,230.0,51.0,1.0,2.54,
2019-06-01,13,21.5,,1.8,250.0,51.0,0.5,2.11,
2019-06-01,14,22.3,,3.4,200.0,45.0,0.1,2.04,
2019-06-01,15,22.9,,3.6,180.0,44.0,0.8,2.05,
2019-06-01,16,23.2,,2.8,200.0,42.0,1.0,1.93,
2019-06-01,17,23.1,,3.1,270.0,45.0,1.0,1.54,
2019-06-01,18,23.1,,2.4,270.0,47.0,1.0,1.15,
2019-06-01,19,20.9,,3.3,270.0,51.0,0.8,0.48,
2019-06-01,20,19.4,,2.4,270.0,59.0,0.2,0.08,
2019-06-01,21,18.2,,1.5,270.0,61.0,,,
2019-06-01,22,17.5,,1.1,320.0,65.0,,,
2019-06-01,23,16.8,,0.5,360.0,66.0,,,
2019-06-02,0,16.5,,1.4,320.0,66.0,,,
2019-06-02,1,16.0,,0.8,290.0,67.0,,,
2019-06-02,2,15.8,,0.3,0.0,67.0,,,
2019-06-02,3,15.5,,0.6,20.0,70.0,,,
2019-06-02,4,14.9,,0.9,20.0,74.0,,,
2019-06-02,5,14.4,,0.5,20.0,73.0,,,
2019-06-02,6,14.1,,0.2,0.0,73.0,0.0,0.04,
2019-06-02,7,15.3,,0.9,20.0,65.0,1.0,0.53,
2019-06-02,8,18.2,,1.2,20.0,56.0,1.0,1.25,
2019-06-02,9,20.8,,1.0,70.0,46.0,1.0,1.93,
2019-06-02,10,22.9,,1.6,200.0,39.0,1.0,2.52,
2019-06-02,11,24.4,,2.0,200.0,32.0,1.0,2.99,
2019-06-02,12,26.2,,1.7,250.0,22.0,1.0,3.26,
2019-06-02,13,27.1,,2.5,320.0,27.0,1.0,3.2,
2019-06-02,14,27.3,,2.8,270.0,30.0,1.0,2.71,
2019-06-02,15,27.5,,3.1,290.0,27.0,1.0,2.61,
2019-06-02,16,27.1,,4.5,270.0,30.0,1.0,2.23,
2019-06-02,17,26.2,,3.3,290.0,24.0,1.0,1.66,
2019-06-02,18,25.2,,3.5,290.0,22.0,1.0,1.03,
2019-06-02,19,23.8,,2.6,290.0,26.0,1.0,0.46,
2019-06-02,20,22.1,,2.4,270.0,29.0,0.0,0.06,
2019-06-02,21,21.0,,1.0,320.0,31.0,,,
2019-06-02,22,20.1,,1.5,290.0,37.0,,,
2019-06-02,23,19.3,,1.3,320.0,42.0,,,
2019-06-03,0,18.7,,0.9,290.0,46.0,,,
2019-06-03,1,18.1,,1.0,270.0,47.0,,,
2019-06-03,2,17.5,,0.6,360.0,51.0,,,
2019-06-03,3,17.0,,0.7,340.0,52.0,,,
2019-06-03,4,16.6,,0.7,320.0,51.0,,,
2019-06-03,5,16.4,,0.4,0.0,52.0,,,
2019-06-03,6,16.0,,0.8,20.0,51.0,0.0,0.06,
2019-06-03,7,17.2,,0.8,50.0,45.0,0.7,0.45,
2019-06-03,8,19.6,,0.6,110.0,41.0,1.0,1.06,
2019-06-03,9,22.2,,1.9,160.0,37.0,1.0,1.71,
2019-06-03,10,24.2,,1.9,160.0,33.0,1.0,2.39,
2019-06-03,11,26.0,,1.9,230.0,30.0,1.0,2.8,
2019-06-03,12,26.4,,4.1,320.0,39.0,1.0,3.08,
2019-06-03,13,26.1,,4.0,340.0,44.0,1.0,2.91,
2019-06-03,14,27.1,,1.8,270.0,34.0,1.0,3.08,
2019-06-03,15,28.5,,1.4,50.0,33.0,1.0,2.82,
2019-06-03,16,28.7,,2.6,160.0,31.0,0.8,1.93,
2019-06-03,17,29.4,,3.1,200.0,31.0,1.0,1.78,
2019-06-03,18,29.2,,1.6,230.0,32.0,1.0,1.02,
2019-06-03,19,28.0,,1.8,250.0,33.0,0.8,0.42,
2019-06-03,20,26.3,,1.9,290.0,37.0,0.0,0.06,
2019-06-03,21,24.6,,2.1,290.0,43.0,,,
2019-06-03,22,22.3,,3.8,270.0,52.0,,,
2019-06-03,23,21.5,,1.4,250.0,55.0,,,
2019-06-04,0,21.0,,1.2,230.0,56.0,,,
2019-06-04,1,20.3,,1.0,270.0,59.0,,,
2019-06-04,2,19.6,,1.7,290.0,59.0,,,
2019-06-04,3,18.9,,1.1,320.0,66.0,,,
2019-06-04,4,18.5,,0.0,0.0,64.0,,,
2019-06-04,5,17.8,,0.8,20.0,67.0,,,
2019-06-04,6,17.6,,0.4,0.0,58.0,0.0,0.06,
2019-06-04,7,19.2,,0.5,50.0,53.0,0.7,0.46,
2019-06-04,8,21.6,,1.5,180.0,43.0,1.0,1.12,
2019-06-04,9,23.8,,2.1,160.0,44.0,1.0,1.71,
2019-06-04,10,25.4,,2.9,230.0,38.0,1.0,2.37,
2019-06-04,11,27.0,,2.3,230.0,35.0,1.0,2.82,
2019-06-04,12,27.8,,2.9,270.0,37.0,1.0,3.01,
2019-06-04,13,28.4,,3.2,270.0,36.0,1.0,3.15,
2019-06-04,14,28.6,,3.3,270.0,36.0,1.0,3.14,
2019-06-04,15,28.4,,3.2,270.0,37.0,1.0,2.72,
2019-06-04,16,27.6,,3.6,290.0,42.0,1.0,2.26,
2019-06-04,17,26.6,,3.0,290.0,49.0,1.0,1.73,
2019-06-04,18,26.0,,2.3,250.0,50.0,1.0,1.14,
2019-06-04,19,24.5,,3.4,290.0,59.0,1.0,0.47,
2019-06-04,20,21.4,,2.6,290.0,75.0,0.1,0.05,
2019-06-04,21,20.0,,2.7,290.0,79.0,,,
2019-06-04,22,19.0,,3.3,270.0,81.0,,,
2019-06-04,23,19.0,,2.4,290.0,79.0,,,
2019-06-05,0,18.6,,2.6,290.0,80.0,,,
2019-06-05,1,18.4,,1.7,250.0,82.0,,,
2019-06-05,2,18.1,,0.2,0.0,83.0,,,
2019-06-05,3,17.8,,1.5,290.0,83.0,,,
2019-06-05,4,18.1,,0.6,50.0,82.0,,,
2019-06-05,5,18.2,,0.2,0.0,81.0,,,
2019-06-05,6,18.5,,0.6,360.0,80.0,0.0,0.03,
2019-06-05,7,19.2,,0.6,50.0,75.0,0.0,0.22,
2019-06-05,8,20.6,,0.9,20.0,69.0,0.0,0.75,
2019-06-05,9,21.7,,2.4,290.0,67.0,0.4,1.18,
2019-06-05,10,23.3,,1.4,160.0,61.0,0.8,1.96,
2019-06-05,11,25.5,,1.8,160.0,51.0,1.0,2.86,
2019-06-05,12,27.2,,2.0,270.0,47.0,1.0,3.14,
2019-06-05,13,28.6,,2.6,270.0,41.0,1.0,3.23,
2019-06-05,14,29.3,,2.8,320.0,42.0,1.0,3.0,
2019-06-05,15,29.4,,2.8,270.0,44.0,1.0,2.67,
2019-06-05,16,28.0,,3.1,290.0,49.0,1.0,2.28,
2019-06-05,17,27.4,,3.3,270.0,47.0,1.0,1.69,
2019-06-05,18,25.8,,2.9,270.0,55.0,0.7,0.83,
2019-06-05,19,24.9,,1.9,290.0,57.0,0.0,0.26,
2019-06-05,20,24.2,,2.1,270.0,59.0,0.0,0.04,
2019-06-05,21,23.7,,1.6,270.0,57.0,,,
2019-06-05,22,22.0,,1.3,270.0,73.0,,,
2019-06-05,23,20.6,,2.5,270.0,76.0,,,
2019-06-06,0,20.1,,1.3,250.0,77.0,,,
2019-06-06,1,19.3,,2.2,270.0,84.0,,,
2019-06-06,2,18.9,,1.4,270.0,86.0,,,
2019-06-06,3,18.8,,0.0,0.0,87.0,,,
2019-06-06,4,18.7,,0.7,250.0,83.0,,,
2019-06-06,5,18.6,,0.2,0.0,84.0,,,
2019-06-06,6,18.9,,0.4,0.0,81.0,0.0,0.06,
2019-06-06,7,20.0,,0.5,50.0,76.0,0.0,0.36,
2019-06-06,8,21.6,,0.9,90.0,68.0,0.0,0.68,
2019-06-06,9,22.7,,0.5,90.0,65.0,0.0,0.7,
2019-06-06,10,23.5,,0.5,90.0,63.0,0.0,0.82,
2019-06-06,11,23.3,,0.4,0.0,62.0,0.0,0.28,
2019-06-06,12,23.8,,0.7,110.0,59.0,0.0,0.42,
2019-06-06,13,24.7,,1.4,110.0,57.0,0.0,0.74,
2019-06-06,14,25.1,,1.0,20.0,58.0,0.0,0.59,
2019-06-06,15,24.4,0.0,1.0,320.0,63.0,0.0,0.23,
2019-06-06,16,22.8,0.2,1.2,20.0,83.0,0.0,0.18,
2019-06-06,17,22.7,0.2,2.0,50.0,79.0,0.0,0.13,
2019-06-06,18,22.2,0.0,2.1,50.0,74.0,0.0,0.09,
2019-06-06,19,22.2,0.0,2.7,70.0,64.0,0.0,0.05,
2019-06-06,20,21.0,2.5,1.9,110.0,83.0,0.0,0.0,
2019-06-06,21,19.8,1.6,2.3,50.0,92.0,,,
2019-06-06,22,19.0,2.2,1.8,70.0,93.0,,,
2019-06-06,23,18.8,0.7,2.1,90.0,93.0,,,
2019-06-07,0,18.7,0.1,1.9,90.0,86.0,,,
2019-06-07,1,18.2,1.3,2.1,90.0,88.0,,,
2019-06-07,2,17.7,1.8,2.6,70.0,94.0,,,
2019-06-07,3,17.4,7.9,2.4,70.0,95.0,,,
2019-06-07,4,17.2,8.8,2.0,70.0,96.0,,,
2019-06-07,5,17.1,9.0,1.3,70.0,96.0,,,
2019-06-07,6,17.0,2.4,3.2,70.0,96.0,0.0,0.0,
2019-06-07,7,17.2,1.4,1.7,70.0,96.0,0.0,0.09,
2019-06-07,8,17.6,1.0,1.4,70.0,95.0,0.0,0.22,
2019-06-07,9,18.1,1.0,1.4,20.0,95.0,0.0,0.35,
2019-06-07,10,18.8,0.3,1.3,50.0,93.0,0.0,0.61,
2019-06-07,11,19.2,0.1,2.2,20.0,88.0,0.0,0.84,
2019-06-07,12,19.8,0.3,2.4,20.0,91.0,0.0,1.17,
2019-06-07,13,20.9,0.0,3.3,50.0,76.0,0.0,1.64,
2019-06-07,14,22.6,,2.5,20.0,68.0,0.0,2.06,
2019-06-07,15,23.5,,2.7,50.0,60.0,0.1,1.81,
2019-06-07,16,23.6,,1.9,50.0,59.0,0.2,1.1,
2019-06-07,17,24.4,,2.3,50.0,54.0,1.0,1.77,
2019-06-07,18,24.3,,1.3,50.0,52.0,1.0,1.05,
2019-06-07,19,23.5,,2.1,70.0,51.0,1.0,0.61,
2019-06-07,20,21.9,,1.2,50.0,56.0,0.4,0.09,
2019-06-07,21,21.0,,0.7,20.0,61.0,,,
2019-06-07,22,20.6,,1.2,20.0,66.0,,,
2019-06-07,23,20.0,,1.3,50.0,63.0,,,
2019-06-08,0,19.1,,0.6,50.0,68.0,,,
2019-06-08,1,18.2,,0.8,50.0,76.0,,,
2019-06-08,2,17.6,,0.4,0.0,73.0,,,
2019-06-08,3,17.1,,0.6,70.0,77.0,,,
2019-06-08,4,16.5,,1.0,20.0,79.0,,,
2019-06-08,5,16.1,,0.7,50.0,78.0,,,
2019-06-08,6,16.1,,0.7,50.0,79.0,0.0,0.06,
2019-06-08,7,17.5,,1.2,50.0,68.0,1.0,0.59,
2019-06-08,8,19.8,,1.4,70.0,60.0,1.0,1.28,
2019-06-08,9,21.5,,1.1,90.0,53.0,1.0,1.85,
2019-06-08,10,23.3,,1.3,50.0,47.0,1.0,2.35,
2019-06-08,11,24.4,,0.9,20.0,41.0,1.0,2.24,
2019-06-08,12,26.0,,1.4,50.0,35.0,1.0,2.53,
2019-06-08,13,27.0,,1.0,20.0,33.0,1.0,2.67,
2019-06-08,14,27.4,,1.5,180.0,33.0,0.8,2.17,
2019-06-08,15,27.2,,2.8,290.0,42.0,0.7,2.05,
2019-06-08,16,25.8,,3.1,270.0,50.0,0.2,1.25,
2019-06-08,17,25.0,,3.6,270.0,52.0,0.0,0.87,
2019-06-08,18,24.5,,3.0,290.0,49.0,0.1,0.76,
2019-06-08,19,23.5,,2.1,290.0,50.0,0.5,0.43,
2019-06-08,20,22.6,,1.3,270.0,52.0,0.0,0.04,
2019-06-08,21,22.0,,1.0,290.0,57.0,,,
2019-06-08,22,21.5,,1.0,290.0,62.0,,,
2019-06-08,23,21.0,,0.2,0.0,62.0,,,
2019-06-09,0,20.6,,1.2,290.0,68.0,,,
2019-06-09,1,20.4,,1.9,290.0,67.0,,,
2019-06-09,2,19.9,,1.2,270.0,73.0,,,
2019-06-09,3,19.6,,1.1,270.0,78.0,,,
2019-06-09,4,19.5,,1.9,290.0,78.0,,,
2019-06-09,5,19.4,,0.4,0.0,78.0,,,
2019-06-09,6,19.2,,0.7,340.0,79.0,0.0,0.05,
2019-06-09,7,19.7,,1.4,320.0,75.0,0.0,0.2,
2019-06-09,8,20.8,,1.3,250.0,69.0,0.1,0.66,
2019-06-09,9,21.9,,1.6,200.0,58.0,0.5,1.3,
2019-06-09,10,23.1,,1.7,230.0,53.0,0.6,1.78,
2019-06-09,11,24.8,,1.1,270.0,48.0,0.6,2.3,
2019-06-09,12,25.6,,1.1,180.0,51.0,1.0,2.6,
2019-06-09,13,26.4,,2.0,320.0,48.0,1.0,2.6,
2019-06-09,14,25.5,,2.6,320.0,52.0,0.4,1.89,
2019-06-09,15,25.5,,2.1,320.0,54.0,0.0,1.31,
2019-06-09,16,24.4,,2.9,290.0,59.0,0.0,0.73,
2019-06-09,17,24.1,0.0,2.2,290.0,59.0,0.0,0.77,
2019-06-09,18,23.7,,2.3,290.0,64.0,0.0,0.45,
2019-06-09,19,22.9,,2.4,290.0,68.0,0.0,0.19,
2019-06-09,20,22.1,,3.0,340.0,72.0,0.0,0.04,
2019-06-09,21,20.1,0.0,3.1,90.0,67.0,,,
2019-06-09,22,18.0,1.6,2.0,70.0,79.0,,,
2019-06-09,23,17.2,0.9,2.2,90.0,81.0,,,
2019-06-10,0,17.2,0.0,1.6,90.0,78.0,,,
2019-06-10,1,17.1,0.1,0.8,110.0,80.0,,,
2019-06-10,2,16.2,3.2,1.4,90.0,93.0,,,
2019-06-10,3,15.9,1.7,1.6,90.0,93.0,,,
2019-06-10,4,15.7,1.1,1.5,70.0,94.0,,,
2019-06-10,5,15.7,0.5,1.4,70.0,93.0,,,
2019-06-10,6,15.7,0.9,1.3,90.0,94.0,0.0,0.0,
2019-06-10,7,15.8,1.5,1.3,90.0,94.0,0.0,0.05,
2019-06-10,8,16.2,0.3,1.3,90.0,93.0,0.0,0.25,
2019-06-10,9,17.3,0.2,1.8,70.0,84.0,0.0,0.84,
2019-06-10,10,18.4,,1.2,70.0,74.0,0.0,1.08,
2019-06-10,11,19.2,,1.5,70.0,70.0,0.0,1.13,
2019-06-10,12,19.3,,1.8,70.0,68.0,0.0,0.95,
2019-06-10,13,19.6,,1.4,90.0,64.0,0.0,0.78,
2019-06-10,14,20.4,,2.2,70.0,59.0,0.0,1.32,
2019-06-10,15,20.7,,1.8,70.0,60.0,0.0,1.09,
2019-06-10,16,21.6,,1.5,90.0,52.0,0.0,1.15,
2019-06-10,17,21.7,,1.8,70.0,53.0,0.2,1.21,
2019-06-10,18,21.4,,1.4,90.0,50.0,0.4,0.79,
2019-06-10,19,21.0,,1.3,70.0,52.0,0.0,0.31,
2019-06-10,20,20.2,,1.7,70.0,53.0,0.0,0.06,
2019-06-10,21,19.4,,1.3,70.0,55.0,,,
2019-06-10,22,18.4,,2.1,70.0,56.0,,,
2019-06-10,23,17.7,,1.4,70.0,59.0,,,
2019-06-11,0,17.4,,2.2,70.0,58.0,,,
2019-06-11,1,16.8,,1.5,70.0,59.0,,,
2019-06-11,2,16.7,,1.8,70.0,56.0,,,
2019-06-11,3,16.6,,1.3,70.0,57.0,,,
2019-06-11,4,16.6,,1.4,70.0,56.0,,,
2019-06-11,5,15.9,,1.2,50.0,60.0,,,
2019-06-11,6,15.6,,1.3,50.0,61.0,0.0,0.05,
2019-06-11,7,16.6,,1.2,50.0,56.0,1.0,0.5,
2019-06-11,8,17.9,,1.3,110.0,53.0,0.9,0.89,
2019-06-11,9,20.0,,1.3,50.0,46.0,1.0,1.65,
2019-06-11,10,21.6,,1.1,20.0,43.0,1.0,2.43,
2019-06-11,11,22.6,,1.3,160.0,44.0,1.0,2.62,
2019-06-11,12,23.5,,1.1,340.0,39.0,0.9,3.07,
2019-06-11,13,23.4,,1.5,340.0,41.0,0.7,1.83,
2019-06-11,14,23.9,,1.2,360.0,38.0,0.5,1.79,
2019-06-11,15,24.5,,1.7,230.0,38.0,0.5,1.54,
2019-06-11,16,26.0,,2.3,270.0,33.0,1.0,2.95,
2019-06-11,17,24.8,,1.3,290.0,39.0,0.4,1.01,
2019-06-11,18,23.9,,1.1,320.0,42.0,0.2,0.54,
2019-06-11,19,24.3,,1.6,270.0,41.0,1.0,0.61,
2019-06-11,20,22.5,,1.4,320.0,47.0,0.6,0.1,
2019-06-11,21,21.1,,2.3,290.0,58.0,,,
2019-06-11,22,20.2,,2.0,320.0,62.0,,,
2019-06-11,23,19.5,,1.4,250.0,65.0,,,
2019-06-12,0,18.9,,0.7,180.0,68.0,,,
2019-06-12,1,18.3,,0.8,270.0,73.0,,,
2019-06-12,2,17.8,,0.6,340.0,76.0,,,
2019-06-12,3,17.2,,1.0,290.0,80.0,,,
2019-06-12,4,16.9,,0.1,0.0,76.0,,,
2019-06-12,5,16.4,,0.5,20.0,80.0,,,
2019-06-12,6,16.2,,0.5,20.0,78.0,0.0,0.05,
2019-06-12,7,17.6,,1.2,20.0,67.0,1.0,0.56,
2019-06-12,8,20.1,,1.6,50.0,60.0,1.0,1.23,
2019-06-12,9,21.7,,0.9,230.0,55.0,1.0,1.86,
2019-06-12,10,23.5,,1.1,250.0,52.0,1.0,2.4,
2019-06-12,11,24.8,,2.4,290.0,46.0,1.0,2.83,
2019-06-12,12,25.8,,3.3,290.0,46.0,1.0,2.81,
2019-06-12,13,26.0,,2.6,250.0,48.0,0.8,2.48,
2019-06-12,14,26.2,,3.1,290.0,49.0,1.0,2.77,
2019-06-12,15,25.9,,3.6,290.0,47.0,0.8,2.15,
2019-06-12,16,26.1,,3.8,290.0,43.0,1.0,2.43,
2019-06-12,17,25.4,,3.5,270.0,45.0,1.0,1.86,
2019-06-12,18,24.8,,3.7,270.0,43.0,1.0,1.18,
2019-06-12,19,23.8,,2.5,270.0,49.0,1.0,0.56,
2019-06-12,20,22.3,,2.1,290.0,49.0,0.4,0.09,
2019-06-12,21,21.4,,1.5,290.0,51.0,,,
2019-06-12,22,20.5,,1.5,290.0,54.0,,,
2019-06-12,23,19.8,,1.4,290.0,54.0,,,
2019-06-13,0,19.1,,1.0,320.0,57.0,,,
2019-06-13,1,18.6,,1.2,320.0,61.0,,,
2019-06-13,2,17.8,,1.4,290.0,68.0,,,
2019-06-13,3,17.5,,0.7,320.0,71.0,,,
2019-06-13,4,17.1,,0.5,290.0,74.0,,,
2019-06-13,5,16.8,,0.2,0.0,72.0,,,
2019-06-13,6,16.9,,0.4,0.0,72.0,0.0,0.05,
2019-06-13,7,18.3,,0.8,50.0,63.0,1.0,0.55,
2019-06-13,8,20.7,,0.8,160.0,54.0,1.0,1.18,
2019-06-13,9,22.9,,1.1,70.0,50.0,1.0,1.77,
2019-06-13,10,24.3,,1.8,180.0,44.0,1.0,2.47,
2019-06-13,11,25.7,,2.0,200.0,40.0,1.0,2.91,
2019-06-13,12,26.8,,1.6,200.0,38.0,1.0,3.22,
2019-06-13,13,27.6,,2.1,290.0,41.0,1.0,3.27,
2019-06-13,14,28.2,,2.5,250.0,38.0,1.0,3.15,
2019-06-13,15,28.4,,3.1,290.0,37.0,1.0,2.93,
2019-06-13,16,28.8,,2.4,230.0,36.0,1.0,2.52,
2019-06-13,17,28.1,,2.5,290.0,36.0,1.0,1.7,
2019-06-13,18,27.6,,2.9,290.0,36.0,1.0,1.17,
2019-06-13,19,25.6,,3.2,290.0,43.0,0.3,0.44,
2019-06-13,20,23.9,,3.0,290.0,51.0,0.0,0.07,
2019-06-13,21,23.0,,3.4,340.0,52.0,,,
2019-06-13,22,22.1,,1.0,320.0,54.0,,,
2019-06-13,23,21.3,,1.6,290.0,60.0,,,
2019-06-14,0,20.8,,0.8,290.0,59.0,,,
2019-06-14,1,20.4,,1.4,270.0,62.0,,,
2019-06-14,2,20.1,,0.9,290.0,61.0,,,
2019-06-14,3,19.8,,1.0,270.0,64.0,,,
2019-06-14,4,19.6,,1.1,270.0,67.0,,,
2019-06-14,5,19.3,,0.3,0.0,69.0,,,
2019-06-14,6,19.2,,1.6,290.0,69.0,0.0,0.03,
2019-06-14,7,19.5,,0.9,290.0,68.0,0.0,0.16,
2019-06-14,8,20.1,,2.1,270.0,65.0,0.0,0.31,
2019-06-14,9,20.8,,2.8,290.0,55.0,0.0,0.6,
2019-06-14,10,22.1,,1.5,290.0,49.0,0.0,0.96,
2019-06-14,11,23.4,,1.0,290.0,49.0,0.0,1.3,
2019-06-14,12,24.9,,2.4,320.0,46.0,0.4,1.89,
2019-06-14,13,26.3,,2.7,320.0,38.0,1.0,2.89,
2019-06-14,14,27.4,,2.9,290.0,35.0,1.0,3.14,
2019-06-14,15,28.2,,2.0,320.0,31.0,1.0,2.78,
2019-06-14,16,27.9,,3.1,290.0,36.0,1.0,2.52,
2019-06-14,17,28.0,,1.9,270.0,36.0,1.0,1.63,
2019-06-14,18,26.7,,2.9,270.0,42.0,0.7,0.8,
2019-06-14,19,25.3,,2.7,290.0,51.0,0.0,0.34,
2019-06-14,20,24.3,,2.1,320.0,53.0,0.0,0.11,
2019-06-14,21,23.1,,1.8,290.0,59.0,,,
2019-06-14,22,22.1,,1.6,340.0,66.0,,,
2019-06-14,23,21.4,,1.4,290.0,68.0,,,
2019-06-15,0,20.9,,1.0,320.0,72.0,,,
2019-06-15,1,20.2,,1.6,270.0,77.0,,,
2019-06-15,2,19.9,,1.7,290.0,78.0,,,
2019-06-15,3,20.0,,2.6,290.0,75.0,,,
2019-06-15,4,19.6,,2.7,320.0,73.0,,,
2019-06-15,5,19.3,,2.6,340.0,72.0,,,
2019-06-15,6,19.0,,2.2,340.0,73.0,0.0,0.05,
2019-06-15,7,19.5,,1.6,320.0,70.0,1.0,0.47,
2019-06-15,8,20.6,,3.2,290.0,65.0,1.0,1.14,
2019-06-15,9,21.3,,2.9,290.0,65.0,1.0,1.59,
2019-06-15,10,23.3,,2.6,290.0,55.0,1.0,2.49,
2019-06-15,11,24.3,,4.5,320.0,54.0,1.0,2.98,
2019-06-15,12,25.1,,4.1,290.0,50.0,1.0,3.32,
2019-06-15,13,25.9,,4.0,270.0,48.0,1.0,3.34,
2019-06-15,14,26.2,,3.6,290.0,47.0,1.0,2.55,
2019-06-15,15,26.4,,3.6,290.0,44.0,0.9,2.22,
2019-06-15,16,27.1,,2.7,290.0,43.0,0.9,2.2,
2019-06-15,17,26.8,,4.0,270.0,47.0,1.0,1.99,
2019-06-15,18,26.1,,3.7,270.0,47.0,1.0,1.3,
2019-06-15,19,20.7,2.1,1.3,50.0,78.0,0.2,0.21,
2019-06-15,20,19.9,,1.5,360.0,74.0,0.2,0.09,
2019-06-15,21,19.1,,1.2,50.0,65.0,,,
2019-06-15,22,18.8,,1.0,70.0,66.0,,,
2019-06-15,23,18.3,,1.0,20.0,72.0,,,
2019-06-16,0,17.9,,1.0,270.0,73.0,,,
2019-06-16,1,17.4,,0.9,50.0,77.0,,,
2019-06-16,2,17.1,,1.1,70.0,73.0,,,
2019-06-16,3,16.9,,0.5,50.0,74.0,,,
2019-06-16,4,16.7,,0.3,0.0,77.0,,,
2019-06-16,5,16.2,,0.4,0.0,80.0,,,
2019-06-16,6,16.2,,1.1,50.0,78.0,0.0,0.04,
2019-06-16,7,18.2,,1.2,50.0,65.0,1.0,0.61,
2019-06-16,8,20.2,,1.2,70.0,56.0,1.0,1.29,
2019-06-16,9,22.3,,1.2,90.0,49.0,1.0,1.97,
2019-06-16,10,23.7,,2.0,160.0,48.0,1.0,2.57,
2019-06-16,11,24.3,,1.3,160.0,47.0,0.9,2.31,
2019-06-16,12,25.5,,1.7,180.0,41.0,0.6,2.34,
2019-06-16,13,25.8,,1.5,290.0,43.0,0.8,2.49,
2019-06-16,14,26.0,,0.9,50.0,40.0,0.3,1.45,
2019-06-16,15,26.7,,2.1,270.0,37.0,0.8,1.78,
2019-06-16,16,26.7,,3.5,290.0,45.0,0.7,1.52,
2019-06-16,17,26.4,,2.8,250.0,42.0,1.0,2.12,
2019-06-16,18,26.0,,3.2,290.0,44.0,1.0,1.3,
2019-06-16,19,23.7,,3.4,290.0,52.0,0.9,0.57,
2019-06-16,20,22.1,,2.4,270.0,55.0,0.1,0.09,
2019-06-16,21,21.7,,2.0,270.0,59.0,,,
2019-06-16,22,21.3,,2.3,270.0,58.0,,,
2019-06-16,23,20.9,,1.3,320.0,60.0,,,
2019-06-17,0,20.4,,0.8,200.0,61.0,,,
2019-06-17,1,20.3,,1.0,230.0,67.0,,,
2019-06-17,2,19.9,,2.1,270.0,63.0,,,
2019-06-17,3,19.4,,2.5,270.0,69.0,,,
2019-06-17,4,18.8,0.0,1.9,180.0,79.0,,,
2019-06-17,5,18.4,0.0,1.0,250.0,78.0,,,
2019-06-17,6,18.2,,2.3,230.0,75.0,0.0,0.04,
2019-06-17,7,18.4,,2.2,180.0,70.0,0.7,0.44,
2019-06-17,8,19.7,,1.9,250.0,64.0,1.0,1.19,
2019-06-17,9,20.9,,2.4,200.0,62.0,1.0,1.75,
2019-06-17,10,21.8,,2.3,200.0,56.0,1.0,2.0,
2019-06-17,11,23.5,,2.7,200.0,51.0,1.0,2.92,
2019-06-17,12,24.0,,3.1,230.0,48.0,1.0,2.75,
2019-06-17,13,24.9,,3.0,200.0,47.0,1.0,2.9,
2019-06-17,14,25.4,,3.4,200.0,47.0,1.0,2.67,
2019-06-17,15,25.8,,3.0,200.0,42.0,1.0,2.41,
2019-06-17,16,25.9,,3.9,290.0,41.0,1.0,2.49,
2019-06-17,17,25.8,,3.0,250.0,39.0,1.0,1.99,
2019-06-17,18,25.1,,3.3,290.0,43.0,1.0,1.23,
2019-06-17,19,23.4,,3.0,290.0,54.0,0.7,0.47,
2019-06-17,20,21.9,,2.7,290.0,58.0,0.3,0.11,
2019-06-17,21,20.8,,2.2,290.0,66.0,,,
2019-06-17,22,20.3,,0.7,290.0,68.0,,,
2019-06-17,23,20.0,,1.6,290.0,67.0,,,
2019-06-18,0,19.7,,1.2,290.0,68.0,,,
2019-06-18,1,19.3,,0.3,0.0,69.0,,,
2019-06-18,2,19.3,1.2,1.5,290.0,79.0,,,
2019-06-18,3,18.7,0.2,0.3,0.0,91.0,,,
2019-06-18,4,18.6,0.0,0.5,20.0,90.0,,,
2019-06-18,5,18.5,0.0,1.0,20.0,91.0,,,
2019-06-18,6,18.3,0.3,0.3,0.0,80.0,0.0,0.08,
2019-06-18,7,17.5,7.8,0.7,110.0,93.0,0.0,0.05,
2019-06-18,8,17.4,0.4,0.7,90.0,93.0,0.0,0.17,
